name,platform,year_of_release,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,user_score,developer,rating,sales_category,game_age,game_age_category
MySims SkyHeroes,X360,2010,Action,electronic arts,0.09,0.00,0.00,0.01,0.1,5.5,Behaviour Interactive,E10+,low,16,old
Ford Racing 3,DS,2005,Racing,zoo digital publishing,0.09,0.00,0.00,0.01,0.1,7.5,Visual Impact,E,low,21,old
Ice Age 2: The Meltdown,XB,2006,Platform,vivendi games,0.07,0.02,0.00,0.00,0.1,7.5,Vivendi Games,E10+,low,20,old
Guilty Gear Isuka,PS2,2004,Fighting,505 games,0.05,0.04,0.00,0.01,0.1,7.5,Arc System Works,T,low,22,old
The Secret Saturdays: Beasts of the 5th Sun,Wii,2009,Action,d3publisher,0.09,0.00,0.00,0.01,0.1,7.5,High Voltage Software,E10+,low,17,old
Horse Life Adventures,DS,2008,Simulation,deep silver,0.08,0.01,0.00,0.01,0.1,7.5,Neko Entertainment,E,low,18,old
The Idolmaster: Platinum Stars,PS4,2016,Simulation,namco bandai games,0.00,0.00,0.10,0.00,0.1,7.5,unknown,E,low,10,recent
Jikkyou Powerful Pro Yakyuu 2013,PSV,2013,Sports,konami digital entertainment,0.00,0.00,0.10,0.00,0.1,7.5,unknown,E,low,13,recent
Tornado Outbreak,Wii,2009,Action,konami digital entertainment,0.09,0.00,0.00,0.01,0.1,8.2,Loose Cannon Studios,E10+,low,17,old
Shadow Master,PS,1997,Adventure,psygnosis,0.05,0.04,0.00,0.01,0.1,7.5,unknown,E,low,29,old
Global Touring Challenge: Africa,PS2,2001,Racing,rage software,0.05,0.04,0.00,0.01,0.1,7.5,Rage Software,E,low,25,old
Shovel Knight,WiiU,2015,Platform,yacht club games,0.05,0.04,0.00,0.01,0.1,8.3,Yacht Club Games,E,low,11,recent
Makai Shin Trillion,PSV,2014,Role-Playing,idea factory,0.02,0.01,0.06,0.01,0.1,7.5,unknown,E,low,12,recent
Tokimeki Memorial: Taisen Pazurudama,PS,1996,Puzzle,konami digital entertainment,0.00,0.00,0.09,0.01,0.1,7.5,unknown,E,low,30,old
Digimon World: Next Order,PSV,2016,Action,namco bandai games,0.00,0.00,0.10,0.00,0.1,7.5,B.B.Studio,E,low,10,recent
Who Wants to Be A Millionaire?,X360,2011,Misc,ubisoft,0.09,0.00,0.00,0.01,0.1,7.5,unknown,E,low,15,old
The Secret Saturdays: Beasts of the 5th Sun,PSP,2009,Action,d3publisher,0.08,0.00,0.00,0.01,0.1,7.5,High Voltage Software,E10+,low,17,old
Operation Abyss: New Tokyo Legacy,PSV,2014,Role-Playing,nippon ichi software,0.02,0.00,0.06,0.01,0.1,7.3,Experience Inc.,M,low,12,recent
Skylanders: Spyro's Adventure,PC,2011,Action,activision,0.05,0.03,0.00,0.01,0.1,3.5,Toys for Bob,E10+,low,15,old
Man vs. Wild,X360,2011,Action,crave entertainment,0.09,0.00,0.00,0.01,0.1,4.6,Scientifically Proven,T,low,15,old
Ciel Nosurge: Ushinawareta Hoshi e Sasagu Uta,PSV,2012,Adventure,gust,0.00,0.00,0.10,0.00,0.1,7.5,unknown,E,low,14,recent
Watchmen: The End is Nigh Part 1 & 2,X360,2009,Action,warner bros  interactive entertainment,0.09,0.00,0.00,0.01,0.1,7.5,unknown,E,low,17,old
MotoGP 2,XB,2003,Racing,thq,0.07,0.02,0.00,0.00,0.1,8.5,Climax Group,E,low,23,old
Pro Yakyuu Famista DS,DS,2007,Sports,namco bandai games,0.00,0.00,0.10,0.00,0.1,7.5,unknown,E,low,19,old
Happy Feet Two,X360,2007,Action,warner bros  interactive entertainment,0.08,0.01,0.00,0.01,0.1,7.5,unknown,E,low,19,old
iCarly 2: iJoin The Click!,Wii,2010,Adventure,activision,0.08,0.01,0.00,0.01,0.1,9.0,Big Blue Bubble Inc.,E,low,16,old
Ultimate Muscle - The Kinnikuman Legacy: The Path of the Superhero,GBA,2002,Fighting,banpresto,0.05,0.02,0.03,0.00,0.1,7.5,unknown,E,low,24,old
Gundam Breaker 3,PS4,2016,Action,namco bandai games,0.00,0.00,0.10,0.00,0.1,7.5,unknown,E,low,10,recent
Etrian Odyssey 2 Untold: Knight of Fafnir,3DS,2014,Role-Playing,atlus,0.07,0.02,0.00,0.01,0.1,7.5,unknown,E,low,12,recent
Paws & Claws: Pet Vet,Wii,2009,Simulation,thq,0.09,0.00,0.00,0.01,0.1,7.5,unknown,E,low,17,old
Dora's Cooking Club,DS,2010,Misc,take two interactive,0.08,0.01,0.00,0.01,0.1,7.5,unknown,E,low,16,old
Heatseeker,Wii,2007,Action,codemasters,0.08,0.00,0.00,0.01,0.1,6.2,IR Gurus,T,low,19,old
Ar tonelico: Melody of Elemia,PS2,2006,Role-Playing,505 games,0.00,0.00,0.10,0.00,0.1,7.7,Gust,T,low,20,old
Sol Trigger,PSP,2012,Role-Playing,image epoch,0.00,0.00,0.10,0.00,0.1,7.5,unknown,E,low,14,recent
Castlevania Double Pack,GBA,2006,Platform,konami digital entertainment,0.07,0.03,0.00,0.00,0.1,8.4,KCET,T,low,20,old
Ballistic: Ecks vs. Sever,GBA,2002,Shooter,bam! entertainment,0.07,0.03,0.00,0.00,0.1,7.5,unknown,E,low,24,old
Samurai Warriors 4: Empires,PS4,2015,Action,tecmo koei,0.02,0.01,0.06,0.01,0.1,6.5,Omega Force,T,low,11,recent
Jikkyou Powerful Pro Yakyuu 11,GC,2004,Sports,konami digital entertainment,0.00,0.00,0.09,0.00,0.1,7.5,unknown,E,low,22,old
Ninja Reflex,DS,2008,Action,electronic arts,0.09,0.00,0.00,0.01,0.1,7.5,Sanzaru Games,E10+,low,18,old
Steel Battalion,XB,2002,Simulation,microsoft game studios,0.05,0.02,0.02,0.00,0.1,8.5,Capcom,T,low,24,old
Street Fighter Collection,PS,1997,Fighting,capcom,0.00,0.00,0.09,0.01,0.1,7.5,unknown,E,low,29,old
Alvin and the Chipmunks: The Squeakquel,Wii,2009,Misc,majesco entertainment,0.09,0.00,0.00,0.01,0.1,7.5,ImaginEngine,E,low,17,old
Digimon Story: Super Xros Wars Blue/Red,DS,2011,Role-Playing,namco bandai games,0.00,0.00,0.10,0.00,0.1,7.5,unknown,E,low,15,old
Power Stone Collection,PSP,2006,Action,capcom,0.08,0.00,0.00,0.01,0.1,6.8,Capcom,T,low,20,old
Cartoon Network: Punch Time Explosion,3DS,2011,Fighting,deep silver,0.07,0.02,0.00,0.01,0.1,5.9,Papaya Studios,E10+,low,15,old
Tennis no Oji-Sama: Motto Gakuensai no Ouji-Sama - More Sweet Edition,DS,2010,Sports,konami digital entertainment,0.00,0.00,0.10,0.00,0.1,7.5,unknown,E,low,16,old
Bejeweled Twist,DS,2010,Puzzle,popcap games,0.00,0.08,0.00,0.01,0.1,7.5,Griptonite Games,E,low,16,old
"Blast Works: Build, Trade, Destroy",Wii,2008,Shooter,eidos interactive,0.09,0.00,0.00,0.01,0.1,7.7,BudCat,E,low,18,old
MX SuperFly featuring Ricky Carmichael,XB,2002,Racing,thq,0.07,0.02,0.00,0.00,0.1,7.5,unknown,E,low,24,old
Gokuhou!! Mecha Mote Iinchou: MM Town de Miracle Change!,DS,2009,Simulation,konami digital entertainment,0.00,0.00,0.10,0.00,0.1,7.5,unknown,E,low,17,old
SNK vs. Capcom Card Fighters DS,DS,2006,Strategy,ignition entertainment,0.09,0.00,0.00,0.01,0.1,4.8,SNK Playmore,T,low,20,old
Kuroko's Basketball: Miracle Game,3DS,2014,Sports,namco bandai games,0.00,0.00,0.10,0.00,0.1,7.5,unknown,E,low,12,recent
Medieval II: Total War,PC,2006,Strategy,sega,0.00,0.08,0.00,0.02,0.1,8.9,Creative Assembly,T,low,20,old
Lego Star Wars: The Force Awakens,PSV,2016,Action,warner bros  interactive entertainment,0.01,0.06,0.01,0.02,0.1,7.1,TT Games,E10+,low,10,recent
Darkest of Days,X360,2009,Shooter,phantom efx,0.09,0.00,0.00,0.01,0.1,4.8,8Monkey Labs,M,low,17,old
Skylanders Imaginators,XOne,2016,Platform,activision,0.05,0.04,0.00,0.01,0.1,6.0,Toys for Bob,E10+,low,10,recent
Minority Report: Everybody Runs,XB,2002,Action,activision,0.07,0.02,0.00,0.00,0.1,5.0,Treyarch,T,low,24,old
NASCAR,PSP,2006,Racing,electronic arts,0.09,0.00,0.00,0.01,0.1,5.3,Exient Entertainment,E,low,20,old
The Voice,WiiU,2014,Action,activision,0.08,0.00,0.00,0.01,0.1,7.5,unknown,E,low,12,recent
One Piece: Burning Blood,PSV,2016,Fighting,namco bandai games,0.00,0.02,0.07,0.00,0.1,7.8,Spike Chunsoft,T,low,10,recent
Shox,PS2,2002,Racing,electronic arts,0.05,0.04,0.00,0.01,0.09,7.5,Electronic Arts,E,low,24,old
Rio,X360,2011,Misc,thq,0.05,0.03,0.00,0.01,0.09,7.0,Eurocom Entertainment Software,E10+,low,15,old
Gundam Breaker,PSV,2013,Action,namco bandai games,0.00,0.00,0.09,0.00,0.09,7.5,unknown,E,low,13,recent
Unou no Tatsujin: Soukai! Machigai Museum 2,DS,2007,Misc,namco bandai games,0.00,0.00,0.09,0.00,0.09,7.5,unknown,E,low,19,old
Kiniro no Corda 3,PSP,2010,Adventure,tecmo koei,0.00,0.00,0.09,0.00,0.09,7.5,unknown,E,low,16,old
Playboy: The Mansion,XB,2005,Simulation,ubisoft,0.07,0.02,0.00,0.00,0.09,4.1,Cyberlore Studios,M,low,21,old
Neo Atlas,PS,1998,Strategy,artdink,0.00,0.00,0.09,0.01,0.09,7.5,unknown,E,low,28,old
Disney's Aladdin in Nasira's Revenge,PS,2000,Action,sony computer entertainment,0.05,0.04,0.00,0.01,0.09,8.3,Argonaut Games,E,low,26,old
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,GC,2005,Adventure,activision,0.07,0.02,0.00,0.00,0.09,7.5,unknown,E,low,21,old
Squinkies 2: Adventure Mall Surprize!,DS,2011,Platform,activision,0.09,0.00,0.00,0.01,0.09,7.5,unknown,E,low,15,old
Winning Post 6,PS2,2003,Sports,tecmo koei,0.00,0.00,0.09,0.00,0.09,7.5,unknown,E,low,23,old
Egg Monster Hero,DS,2007,Role-Playing,square enix,0.00,0.00,0.09,0.00,0.09,7.5,Neverland,E,low,19,old
Whacked!,XB,2002,Misc,microsoft game studios,0.07,0.02,0.00,0.00,0.09,7.5,unknown,E,low,24,old
Barnyard,PS2,2006,Action,thq,0.05,0.04,0.00,0.01,0.09,8.7,Blue Tongue Entertainment,E10+,low,20,old
Ultimate Marvel vs. Capcom 3,PS3,2011,Fighting,capcom,0.00,0.04,0.04,0.01,0.09,6.2,Capcom,T,low,15,old
MindJack,X360,2011,Shooter,square enix,0.07,0.02,0.00,0.01,0.09,1.2,FeelPlus,M,low,15,old
Pac-Man World 3,GC,2005,Platform,namco bandai games,0.07,0.02,0.00,0.00,0.09,7.3,Blitz Games,E,low,21,old
thinkSMART,DS,2010,Misc,conspiracy entertainment,0.09,0.00,0.00,0.01,0.09,7.5,"Crave, DTP Entertainment",E,low,16,old
National Geographic Challenge!,Wii,2011,Misc,black bean games,0.07,0.02,0.00,0.01,0.09,7.5,unknown,E,low,15,old
Rocky,GC,2002,Fighting,rage software,0.07,0.02,0.00,0.00,0.09,7.5,Rage Software,T,low,24,old
Glory Days 2,DS,2007,Strategy,ghostlight,0.08,0.00,0.00,0.01,0.09,7.3,odenis studio,E10+,low,19,old
Just Dance 2017,WiiU,2016,Misc,ubisoft,0.03,0.06,0.00,0.01,0.09,7.5,Ubisoft Paris,E10+,low,10,recent
Brain Age: Concentration Training,3DS,2012,Puzzle,nintendo,0.09,0.00,0.00,0.01,0.09,7.9,Nintendo,E,low,14,recent
Crash 'N' Burn,XB,2004,Racing,eidos interactive,0.07,0.02,0.00,0.00,0.09,6.4,Climax Group,T,low,22,old
NFL Blitz 20-02,XB,2002,Sports,midway games,0.07,0.02,0.00,0.00,0.09,7.5,Point of View,E,low,24,old
NatGeo Challenge! Wild Life,PS3,2010,Misc,black bean games,0.05,0.03,0.00,0.01,0.09,7.5,unknown,E,low,16,old
Metal Fight Beyblade,DS,2009,Action,hudson soft,0.00,0.00,0.09,0.00,0.09,7.5,unknown,E,low,17,old
Robots,XB,2005,Action,vivendi games,0.07,0.02,0.00,0.00,0.09,7.5,Eurocom Entertainment Software,E,low,21,old
Kung Fu Panda 2,PS3,2011,Action,thq,0.04,0.04,0.00,0.01,0.09,7.5,unknown,E,low,15,old
Pac-Man and the Ghostly Adventures 2,PS3,2014,Adventure,namco bandai games,0.05,0.03,0.00,0.02,0.09,6.3,Vicious Cycle,E10+,low,12,recent
Hakuoki: Demon of the Fleeting Blossom,PSP,2009,Adventure,idea factory,0.08,0.00,0.00,0.01,0.09,8.3,Idea Factory,M,low,17,old
Field & Stream: Total Outdoorsman Challenge,X360,2010,Sports,505 games,0.09,0.00,0.00,0.01,0.09,7.5,unknown,E,low,16,old
Speed Kings,PS2,2003,Racing,acclaim entertainment,0.05,0.04,0.00,0.01,0.09,7.8,Climax Group,E,low,23,old
Dungeons,PC,2011,Strategy,kalypso media,0.07,0.02,0.00,0.01,0.09,4.6,Realmforge Studios,M,low,15,old
Little League World Series Baseball 2008,Wii,2008,Sports,activision,0.09,0.00,0.00,0.01,0.09,8.0,Now Production,E,low,18,old
Winter Stars,X360,2011,Sports,deep silver,0.05,0.03,0.00,0.01,0.09,6.5,49Games,E,low,15,old
Disney Planes Fire & Rescue,3DS,2014,Action,disney interactive studios,0.01,0.08,0.00,0.01,0.09,7.5,unknown,E,low,12,recent
Langrisser V: The End of Legend,SAT,1998,Strategy,ncs,0.00,0.00,0.09,0.00,0.09,7.5,unknown,E,low,28,old
PhotoKano,PSP,2012,Adventure,kadokawa shoten,0.00,0.00,0.09,0.00,0.09,7.5,unknown,E,low,14,recent
Ouchi Mainichi Tamagotchi,3DS,2012,Action,namco bandai games,0.00,0.00,0.09,0.00,0.09,7.5,unknown,E,low,14,recent
Bladestorm: The Hundred Years' War,X360,2007,Action,tecmo koei,0.08,0.01,0.00,0.01,0.09,6.8,Omega Force,T,low,19,old
Fresh PreCure! Asobi Collection,DS,2009,Action,namco bandai games,0.00,0.00,0.09,0.00,0.09,7.5,unknown,E,low,17,old
Super Robot Wars OG: The Moon Dwellers,PS4,2016,Misc,namco bandai games,0.00,0.00,0.09,0.00,0.09,7.5,unknown,E,low,10,recent
Populous: The Beginning,PS,1998,Strategy,electronic arts,0.05,0.04,0.00,0.01,0.09,7.5,unknown,E,low,28,old
Chess,PS,2001,Strategy,success,0.05,0.04,0.00,0.01,0.09,7.5,unknown,E,low,25,old
Rosco McQueen: Firefighter Extreme,PS,1997,Action,sony computer entertainment,0.05,0.04,0.00,0.01,0.09,7.5,unknown,E,low,29,old
Terranigma,SNES,1995,Role-Playing,nintendo,0.00,0.00,0.09,0.00,0.09,7.5,unknown,E,low,31,old
Burnout Paradise: The Ultimate Box,PC,2009,Racing,electronic arts,0.00,0.08,0.00,0.01,0.09,7.5,Criterion Games,E10+,low,17,old
Johnny Bravo in The Hukka-Mega-Mighty-Ultra-Extreme Date-O-Rama,DS,2009,Action,blast! entertainment ltd,0.09,0.00,0.00,0.01,0.09,7.5,unknown,E,low,17,old
Girls und Panzer: I Will Master Tankery,PSV,2014,Action,namco bandai games,0.00,0.00,0.09,0.00,0.09,7.5,unknown,E,low,12,recent
Forever Kingdom,PS2,2001,Role-Playing,from software,0.02,0.02,0.04,0.01,0.09,7.8,From Software,T,low,25,old
Blitz: Overtime,PSP,2006,Sports,midway games,0.09,0.00,0.00,0.01,0.09,7.5,Midway,M,low,20,old
Altered Beast: Guardian of the Realms,GBA,2002,Action,thq,0.07,0.02,0.00,0.00,0.09,4.8,3d6 Games,T,low,24,old
Populous DS,DS,2008,Strategy,rising star games,0.07,0.00,0.02,0.01,0.09,7.5,Genki,E10+,low,18,old
The Legend of Heroes: A Tear of Vermillion,PSP,2005,Role-Playing,namco bandai games,0.08,0.00,0.00,0.01,0.09,7.7,Microvision,T,low,21,old
Young Justice: Legacy,PS3,2013,Action,namco bandai games,0.06,0.01,0.00,0.02,0.09,4.9,Freedom Factory Studios,T,low,13,recent
Ys VIII: Lacrimosa of Dana,PSV,2016,Role-Playing,nihon falcom corporation,0.00,0.00,0.09,0.00,0.09,7.5,unknown,E,low,10,recent
Raven Squad: Operation Hidden Dagger,X360,2009,Shooter,evolved games,0.08,0.01,0.00,0.01,0.09,3.5,Atomic Motion,T,low,17,old
Age of Empires II: The Age of Kings,PC,1999,Strategy,microsoft game studios,0.01,0.08,0.00,0.01,0.09,9.0,Ensemble Studios,T,low,27,old
Family Party: 30 Great Games,Wii,2008,Misc,d3publisher,0.08,0.01,0.00,0.01,0.09,1.0,Tamsoft,E10+,low,18,old
Shining Tears,PS2,2004,Role-Playing,sega,0.05,0.04,0.00,0.01,0.09,6.5,Nex Entertainment,T,low,22,old
Devil May Cry 4,PS4,2015,Action,capcom,0.01,0.00,0.08,0.00,0.09,7.5,unknown,E,low,11,recent
MotoGP,XB,2002,Racing,thq,0.07,0.02,0.00,0.00,0.09,8.4,Climax Group,E,low,24,old
Scaler,PS2,2004,Platform,take two interactive,0.05,0.04,0.00,0.01,0.09,8.6,Artificial Mind and Movement,E,low,22,old
Halo 2,PC,2007,Shooter,microsoft game studios,0.01,0.06,0.00,0.02,0.09,5.6,Microsoft Game Studios,M,low,19,old
X-COM: UFO Defense,PS,1995,Strategy,microprose,0.05,0.04,0.00,0.01,0.09,7.5,unknown,E,low,31,old
Gradius V,PS2,2004,Shooter,konami digital entertainment,0.05,0.04,0.00,0.01,0.09,8.5,Treasure,T,low,22,old
Adventure Time: Finn & Jake Investigations,PS4,2015,Action,little orbit,0.03,0.05,0.00,0.02,0.09,7.5,unknown,E,low,11,recent
Medal of Honor: Vanguard,Wii,2007,Shooter,electronic arts,0.06,0.03,0.00,0.01,0.09,7.0,BudCat,T,low,19,old
World Cup '98 France: Road to Win,SAT,1998,Sports,sega,0.00,0.00,0.09,0.00,0.09,7.5,unknown,E,low,28,old
Pro Evolution Soccer 2013,Wii,2012,Sports,konami digital entertainment,0.00,0.03,0.06,0.00,0.09,7.5,Konami,E,low,14,recent
MLB SlugFest 20-04,XB,2003,Sports,midway games,0.07,0.02,0.00,0.00,0.09,7.5,Midway,E,low,23,old
Barbie and the Magic of Pegasus,GBA,2005,Action,vivendi games,0.07,0.02,0.00,0.00,0.09,7.5,WayForward,E,low,21,old
Beaterator,PSP,2009,Misc,take two interactive,0.06,0.02,0.00,0.02,0.09,7.8,Rockstar Leeds,E,low,17,old
Big League Sports: Summer,Wii,2009,Sports,activision,0.09,0.00,0.00,0.01,0.09,7.5,Koolhaus Games,E,low,17,old
SD Gundam G Generation DS,DS,2005,Role-Playing,namco bandai games,0.00,0.00,0.09,0.00,0.09,7.5,unknown,E,low,21,old
Retro Game Challenge (US sales),DS,2007,Action,namco bandai games,0.09,0.00,0.00,0.00,0.09,7.5,unknown,E,low,19,old
Wordmaster,DS,2008,Strategy,zoo digital publishing,0.09,0.00,0.00,0.01,0.09,7.5,Sarbakan Inc.,E,low,18,old
Arcania: Gothic 4,X360,2010,Role-Playing,jowood productions,0.04,0.04,0.01,0.01,0.09,5.2,Spellbound,T,low,16,old
Bleach: Heat the Soul,PSP,2005,Fighting,sony computer entertainment,0.00,0.00,0.09,0.00,0.09,7.5,unknown,E,low,21,old
MegaTagmension Blanc + Neptune VS Zombies,PSV,2015,Action,idea factory international,0.02,0.01,0.05,0.01,0.09,7.5,unknown,E,low,11,recent
SingStar Guitar,PS3,2010,Misc,sony computer entertainment,0.00,0.07,0.00,0.02,0.09,7.5,unknown,E,low,16,old
Psychonauts,PS2,2005,Platform,majesco entertainment,0.05,0.04,0.00,0.01,0.09,8.7,BudCat,T,low,21,old
Code Lyoko: Quest for Infinity,Wii,2007,Action,game factory,0.07,0.01,0.00,0.01,0.09,8.5,The Game Factory,E10+,low,19,old
World Stadium 5,PS,2001,Sports,namco bandai games,0.00,0.00,0.09,0.01,0.09,7.5,unknown,E,low,25,old
The Smurfs 2,Wii,2013,Platform,ubisoft,0.00,0.09,0.00,0.01,0.09,7.5,WayForward,E,low,13,recent
Angry Birds: Rio,PC,2011,Puzzle,focus home interactive,0.00,0.07,0.00,0.02,0.09,7.5,"Rovio Mobile, Rovio Entertainment",E,low,15,old
Championship Foosball,Wii,2008,Sports,505 games,0.09,0.00,0.00,0.01,0.09,7.5,505 Games,E,low,18,old
Backyard Sports: Sandlot Sluggers,X360,2010,Sports,atari,0.09,0.00,0.00,0.01,0.09,3.8,HB Studios Multimedia,E,low,16,old
ESPN NBA 2Night,PS2,2000,Sports,konami digital entertainment,0.05,0.04,0.00,0.01,0.09,7.5,Konami,E,low,26,old
Uta no Prince-Sama: Debut,PSP,2012,Adventure,broccoli,0.00,0.00,0.09,0.00,0.09,7.5,unknown,E,low,14,recent
Ford Mustang: The Legend Lives,XB,2005,Racing,take two interactive,0.07,0.02,0.00,0.00,0.09,7.5,Eutechnyx,E,low,21,old
Freekstyle,GC,2002,Racing,electronic arts,0.07,0.02,0.00,0.00,0.09,7.5,Page 44 Studios,E,low,24,old
Galactic Taz Ball,DS,2010,Platform,warner bros  interactive entertainment,0.09,0.00,0.00,0.01,0.09,7.5,unknown,E,low,16,old
Virtua Fighter CG Portrait Series Vol.3: Akira Yuki,SAT,1995,Misc,sega,0.00,0.00,0.09,0.00,0.09,7.5,unknown,E,low,31,old
PAC-MAN and the Ghostly Adventures,3DS,2013,Platform,namco bandai games,0.05,0.04,0.00,0.01,0.09,7.5,Inti Creates,E10+,low,13,recent
Digimon Rumble Arena 2,PS2,2004,Fighting,atari,0.05,0.04,0.00,0.01,0.09,7.3,Black Ship Games,T,low,22,old
Dora the Explorer: Dora Saves the Crystal Kingdom,PS2,2009,Misc,take two interactive,0.05,0.04,0.00,0.01,0.09,7.5,Take-Two Interactive,E,low,17,old
Shockwave Assault,PS,1995,Simulation,electronic arts,0.05,0.04,0.00,0.01,0.09,7.5,unknown,E,low,31,old
Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS4,2016,Action,activision,0.05,0.02,0.00,0.02,0.09,5.5,PlatinumGames,T,low,10,recent
Ribbit King,PS2,2003,Sports,atari,0.05,0.04,0.00,0.01,0.09,6.5,Bandai,E,low,23,old
Minecraft: Story Mode,PC,2015,Adventure,mojang,0.02,0.06,0.00,0.01,0.09,7.5,unknown,E,low,11,recent
Alien Hominid,GC,2004,Shooter,o3 entertainment,0.07,0.02,0.00,0.00,0.09,8.5,The Behemoth,T,low,22,old
World Championship Poker 2: Featuring Howard Lederer,XB,2005,Misc,crave entertainment,0.07,0.02,0.00,0.00,0.09,7.5,Crave,T,low,21,old
Rygar: The Battle of Argus,Wii,2008,Action,rising star games,0.09,0.00,0.00,0.01,0.09,7.0,Tecmo,T,low,18,old
Pro Yakyuu Greatest Nine 98,SAT,1998,Sports,sega,0.00,0.00,0.09,0.00,0.09,7.5,unknown,E,low,28,old
Snood 2: On Vacation,DS,2005,Puzzle,zoo digital publishing,0.09,0.00,0.00,0.01,0.09,7.5,Gravity-I,E,low,21,old
Learn Chess,DS,2009,Misc,dreamcatcher interactive,0.09,0.00,0.00,0.01,0.09,7.5,unknown,E,low,17,old
Ninja Gaiden Black,XB,2005,Action,microsoft game studios,0.07,0.02,0.00,0.00,0.09,8.7,Team Ninja,M,low,21,old
Bogey: Dead 6,PS,1996,Simulation,sony computer entertainment,0.05,0.04,0.00,0.01,0.09,7.5,unknown,E,low,30,old
Scooby-Doo! Who's Watching Who?,DS,2006,Adventure,thq,0.08,0.01,0.00,0.01,0.09,7.5,unknown,E,low,20,old
Touch Detective,DS,2006,Adventure,505 games,0.06,0.02,0.00,0.01,0.09,6.8,BeeWorks,E10+,low,20,old
Hakuouki: Zuisouroku Portable,PSP,2010,Adventure,idea factory,0.00,0.00,0.09,0.00,0.09,7.5,unknown,E,low,16,old
Imagine: Reporter,DS,2010,Simulation,ubisoft,0.08,0.01,0.00,0.01,0.09,7.5,Magic Pockets,E,low,16,old
Puyo Pop Fever (JP sales),DS,2004,Puzzle,ignition entertainment,0.00,0.00,0.09,0.00,0.09,7.5,unknown,E,low,22,old
Dragon Ball Kai: Ultimate Butouden,DS,2011,Fighting,namco bandai games,0.00,0.00,0.09,0.00,0.09,7.5,unknown,E,low,15,old
Yu-Gi-Oh! GX: The Beginning of Destiny (US sales),PS2,2007,Strategy,konami digital entertainment,0.05,0.04,0.00,0.01,0.09,7.5,unknown,E,low,19,old
Shin Megami Tensei,PS,2001,Role-Playing,atlus,0.00,0.00,0.09,0.01,0.09,7.5,unknown,E,low,25,old
Trivial Pursuit unhinged,XB,2004,Misc,atari,0.07,0.02,0.00,0.00,0.09,8.0,Artech Studios,T,low,22,old
NCAA March Madness 08,PS3,2007,Sports,electronic arts,0.08,0.00,0.00,0.01,0.09,3.8,EA Canada,E,low,19,old
InuYasha: Secret of the Divine Jewel,DS,2007,Role-Playing,namco bandai games,0.09,0.00,0.00,0.01,0.09,7.6,Art,E10+,low,19,old
Major League Baseball 2K12,PSP,2012,Sports,take two interactive,0.08,0.00,0.00,0.01,0.09,7.5,Visual Concepts,E,low,14,recent
The Revenge of Shinobi,GBA,2002,Platform,atari,0.07,0.02,0.00,0.00,0.09,7.5,3d6 Games,E,low,24,old
Bloody Roar 4,PS2,2003,Fighting,konami digital entertainment,0.05,0.04,0.00,0.01,0.09,8.6,Eighting,M,low,23,old
Let's Ride! Silver Buckle Stables,PS2,2006,Sports,thq,0.05,0.04,0.00,0.01,0.09,7.8,Coresoft,E,low,20,old
The Story of Noah's Ark,DS,2010,Action,southpeak games,0.09,0.00,0.00,0.01,0.09,7.5,unknown,E,low,16,old
Atari Classics Evolved,PSP,2007,Misc,atari,0.08,0.00,0.00,0.01,0.09,6.0,Stainless Games,E,low,19,old
Cabela's Big Game Hunter,GBA,2002,Sports,activision value,0.07,0.02,0.00,0.00,0.09,7.5,unknown,E,low,24,old
I-Ninja,GC,2003,Platform,namco bandai games,0.07,0.02,0.00,0.00,0.09,7.6,Argonaut Games,T,low,23,old
World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,PS2,2010,Sports,konami digital entertainment,0.00,0.00,0.09,0.00,0.09,7.5,unknown,E,low,16,old
Dragon Tales: Dragon Seek,PS,2000,Platform,ubisoft,0.05,0.03,0.00,0.01,0.09,7.5,unknown,E,low,26,old
Yourself Fitness,XB,2004,Sports,respondesign,0.07,0.02,0.00,0.00,0.09,7.5,unknown,E,low,22,old
Tak: The Great Juju Challenge,DS,2005,Platform,thq,0.09,0.00,0.00,0.01,0.09,7.5,Altron,E,low,21,old
Steins;Gate 0,PSV,2015,Adventure,pqube,0.00,0.03,0.05,0.01,0.09,9.3,5pb,M,low,11,recent
Ghostbusters: The Video Game (DS Version),PC,2010,Action,take two interactive,0.00,0.08,0.00,0.01,0.09,7.5,unknown,E,low,16,old
Dance on Broadway,PS3,2011,Misc,ubisoft,0.05,0.03,0.00,0.01,0.09,7.5,Longtail Studios,E10+,low,15,old
Resident Evil Chronicles HD,PS3,2012,Shooter,capcom,0.00,0.00,0.09,0.00,0.09,7.5,unknown,E,low,14,recent
Football Manager 2017,PC,2016,Simulation,sega,0.00,0.09,0.00,0.01,0.09,4.3,Sports Interactive,E,low,10,recent
Return Fire,PS,1996,Strategy,time warner interactive,0.05,0.03,0.00,0.01,0.09,7.5,unknown,E,low,30,old
Wild ARMs: Alter Code F,PS2,2003,Role-Playing,sony computer entertainment,0.05,0.04,0.00,0.01,0.09,8.3,Media Vision,T,low,23,old
Army Corps of Hell,PSV,2011,Action,square enix,0.04,0.04,0.00,0.02,0.09,6.6,"Entersphere, Inc.",M,low,15,old
